"cond","SID","survey_name","item","value"
"self","s009","comment","7_comment","Running race designed to challenge runners"
"other","s010","comment","7_comment","Taking statins to lower cholesterol can increase your risk for staph skin infections"
"other","s012","comment","7_comment","There is no such thing as strong immune system."
"self","s014","comment","7_comment","To lose weight, more than just exercise is involved."
"other","s015","comment","7_comment","If you think certain supplements can help you, you might be wrong about that.  Being deceived by some articles about supplements can just make your exercising worse."
"other","s017","comment","7_comment","Positives to learn from the Climate TECH conference."
"other","s018","comment","7_comment","The ban on sugary drink may be linked to health benefits such as losing belling fat."
"self","s019","comment","7_comment","I don't have any hearing loss at the moment but maybe in the future in old age, I could have it so this article is relevant to me."
"self","s020","comment","7_comment","The government to re-evaluate Endangered Species Act which may weaken the law in the future."
"self","s021","comment","7_comment","This article is about a fast way to weight train in order to build strength."
"other","s024","comment","7_comment","I have two friends who work in a deli and eat the meat quite often."
"other","s025","comment","7_comment","This article matters to people I know as I may have sleep apnea and my wife wants me to get tested so that I don't impact my own health."
"other","s028","comment","7_comment","It is about the organisms"
"self","s030","comment","7_comment","This article is about a kind of snake oil where it is a lot of claims and there is not a lot of evidence for it ."
"other","s031","comment","7_comment","Climate change in Tibet"
"self","s032","comment","7_comment","This article is important to me because it highlights the incorrect way many Americans plan to build their homes."
"self","s036","comment","7_comment","Dangers of Climate change"
"other","s037","comment","7_comment","global warming impact the environment around us"
"other","s038","comment","7_comment","Instead of competing to win, professional racers are looking to find other ways to enjoy their sport."
"self","s040","comment","7_comment","It is about degradation plastics."
"other","s041","comment","7_comment","This article is promoting reusable products to replace the disposable products that people might be using."
"other","s042","comment","7_comment","there was important of brain chain amino acids, are best taken during your workouts because they block the fatigue inducing amino acid, tryptophan, allowing you to workout with less fatigue."
"self","s043","comment","7_comment","Riding a bike will help you stay healthier even in your older years."
"other","s045","comment","7_comment","climate change and renewable enegery"
"self","s046","comment","7_comment","the eating of processed meat may cause breast cancer it will increase 9 percent risk of breast cancer"
"self","s048","comment","7_comment","A list of 5 alterantive disposable cleaning products."
"other","s049","comment","7_comment","Europeans found the world to be hotter this year."
"self","s051","comment","7_comment","The article will discuss a voucher program proposed by the government to allow us to buy electric cars."
"self","s052","comment","7_comment","This matters to me personally because I am trying to lose weight."
"other","s053","comment","7_comment","Poor hearing makes it more likely to be accident prone."
"self","s054","comment","7_comment","Statins are known to increase the risk for diabetes, and diabetes increases the risk for staphylococcus infections of the skin and underlying soft tissue"
"other","s055","comment","7_comment","Banning sugary drinks could result in a loss of belly fat and effect your metabolism."
"self","s056","comment","7_comment","It can help me avoid catching so many colds this year."
"self","s057","comment","7_comment","People tend to let whomever they walk with set the pace. Obviously, if you were walking with someone on a walker, you would walk slower. You also pace yourself when walking with a child. This statement is very true."
"self","s058","comment","7_comment","People are building a lot of homes in flood zones."
"other","s062","comment","7_comment","This article is about a new fitness trend called HIIT or high-intensity interval training and how to make it more fun."
"self","s063","comment","7_comment","A cancer researcher who has been afflicted with cancer is trying to crowdsource a cure for his disease."
"self","s064","comment","7_comment","how you walk says a lot about where you live"
"other","s065","comment","7_comment","This article matters to people I know because they are interested in people's backstories especially with helping people in poverty."
"other","s066","comment","7_comment","Climate change is happening, in all parts of the world."
"self","s067","comment","7_comment","I don't particularly use CBD products but know a ton of people who do."
"other","s068","comment","7_comment","I know lots of people that use CBD."
"self","s069","comment","7_comment","I hate that we are destroying the earth with out selfishness and greed."
"self","s070","comment","7_comment","I disagree, SUV's can move more people at once so it may lead to a cut back in how many cars out on the road."
"other","s072","comment","7_comment","Energy companies and conservatives have been trying to rollback fuel efficiency rules for vehicles for a while now a Times investigation found."
"other","s073","comment","7_comment","This is about how to eat to avoid kidney stones."
"other","s074","comment","7_comment","Obesity is prevalent around our society and it has consequences"
"other","s075","comment","7_comment","feel worried about this"
"self","s076","comment","7_comment","makes me feel positive about my exercise goals"
"other","s078","comment","7_comment","It's important because it may be a solution to healthy weight management that a lot of people I know struggle with."
"other","s079","comment","7_comment","companies being sued"
"self","s080","comment","7_comment","Plastics that were sent to be recycled are being put into landfills because of China's new policy."
"other","s081","comment","7_comment","these are issues that people should be concerned about"
"self","s082","comment","7_comment","This matters to me because I am always looking at products to see how environmentally friendly they are. This article would help me find new items to use to lessen the burden on the planet."
"other","s083","comment","7_comment","It tells me how I can avoid having a heart attack and stay healthy."
"self","s084","comment","7_comment","government is taking to long of a time to help support those in  need of recovery funds"
"other","s085","comment","7_comment","It's about how a doctor is using his personal experience to approach disease differently."
"self","s086","comment","7_comment","Droughts and wildfires affect everyone."
"self","s089","comment","7_comment","Natural disasters are happening and the government is not spending correctly to give people relief for it."
"other","s090","comment","7_comment","I have friends that work in the coal industry."
"other","s092","comment","7_comment","Living a healthy style can help stabilize people's arteries."
"self","s093","comment","7_comment","I dont give a flying fuck about this article and I am getting tired of typing for this shit pay"
"self","s095","comment","7_comment","After exercising, I may seek out supplements to reduce muscle soreness."
"other","s097","comment","7_comment","I think all of us need to think about how we can benefit from staying healthy as we age"
"other","s099","comment","7_comment","We all need to contribute to reducing our consumption"
"other","s100","comment","7_comment","This article is about certain foods that vegans eat that cause Gout."
"self","s101","comment","7_comment","Thrilled to share each night cuddled up to my dog, sleeping soundly."
"other","s103","comment","7_comment","Talks about you can build strength in as little as 13 minutes of exercise if you work hard enough."
"self","s104","comment","7_comment","This article is about assuming that parents do not take the trouble to reduce their children's chances of gaining weight."
"self","s106","comment","7_comment","This article is about the similarities of ""bad"" cholesterol levels in red and white meats."
"other","s108","comment","7_comment","It may encourage people to finally quit smoking."
"other","s110","comment","7_comment","Cancer is most dangerous for every human kind...."
"self","s111","comment","7_comment","I live in the south where food is plentiful and am always watching my weight and what I eat."
"self","s112","comment","7_comment","Climate change is important to me because it hurts our wildlife and our surroundings. People need to be aware that climate change is an issue."
"self","s113","comment","7_comment","This article matter to me because I have children and I know how school can affect their mental health so this program could be very beneficial to them"
"other","s114","comment","7_comment","Solar power is not generating enough energy to replace fossil fuels."
"other","s115","comment","7_comment","My friends are concerned about the environment and climate change, knowing which is better to choose at the check out line would be helpful for them to know."
"other","s116","comment","7_comment","THe us is trying to put the pressure on helping with environment. Other people care to take care of its history."
"other","s117","comment","7_comment","diet makes healthy to body"
"self","s118","comment","7_comment","Older cyclists demonstrate how years of regular exercise can keep your body in great shape, enough to compare to the young."
"self","s119","comment","7_comment","I don't know why anyone needs a book to explain this. Parents show their children to eat healthy by example."
"other","s120","comment","7_comment","You need to be aware of what you recycling"
"self","s121","comment","7_comment","Not only is there a chance to get funds for a new vehicle but vehicles that could help the planet."
"other","s122","comment","7_comment","you may be more likely to have an accident if you have a hearing loss"
"other","s123","comment","7_comment","This article is about a study on the effects of exercise on weight loss and behavior in mice."
"self","s124","comment","7_comment","This is important to me because there is a way to prolong our life."
"other","s125","comment","7_comment","Countries are unable to agree to lower environmental impact with their emissions."
"other","s126","comment","7_comment","cardiovascular death  and cancer can be reduced by in plant the flavonoids and it my help to protect the killers"
"self","s127","comment","7_comment","if morning exercise is an important to weight loss person, so avoid your breakfast or eat some vegetables"
"self","s130","comment","7_comment","This matters to me personally because I try to recycle everything I can, so I'd want to learn more about why recyclable materials are being dumped in China."
"self","s132","comment","7_comment","A skier wants to preserve snow"
"other","s133","comment","7_comment","We just don't know enough about mental health."
"other","s134","comment","7_comment","Most of the people around me are meat eaters so they would need to know what the effect is on their cholesterol levels."
"other","s136","comment","7_comment","This article is about how fitness and endurance benefits your endurance and longevity as much as not smoking."
"other","s137","comment","7_comment","Climate TECH conference brought an array of different discussions from big data to lab grown meat. The conference brought many important issues bringing awareness."
"other","s139","comment","7_comment","Climate change and weather are important to keep track of."
"other","s140","comment","7_comment","How even low impact sports can affect your health."
"self","s141","comment","7_comment","Stretching and dancing"
"self","s143","comment","7_comment","2016 climate changes Triggered."
"self","s145","comment","7_comment","How low-impact exercise can affect your bones."
"self","s146","comment","7_comment","I am not obese, but I do know people who are and it leads me to wonder if they are experiencing sleep apnea."
"self","s147","comment","7_comment","This is about some findings coming from climate scientists and negotiators, and how people can reduce their waste for holidays."
"self","s149","comment","7_comment","Zoologist suggest that climate  change is often changed."
"other","s150","comment","7_comment","The use of CBD could prove beneficial to some people I know suffering from a lack of medication."
"self","s151","comment","7_comment","Natural disasters are a concern of all the people. Sometimes it's trial and error to solve disasters. But we need to stay the course"
"other","s153","comment","7_comment","May be of interest to those people I know in highly suseptable wildfire areas."
"self","s155","comment","7_comment","I live in California so wildfires are a danger to me."
"other","s156","comment","7_comment","Because they could be doing more damage to themselves than good if they are going gluten-free and they don't need to."
"self","s157","comment","7_comment","The Article about fit may be as good for you."
"other","s159","comment","7_comment","CHANGE PEOPLE'S BEHAVIOUR"
"self","s160","comment","7_comment","this article is about how some supplements don't really fix your muscle soreness after exercise"
"self","s161","comment","7_comment","THIS ARTICLE IS ABOUT THE OWN WIND TURBINE"
"other","s163","comment","7_comment","For people like me who don't live anywhere near flood prone areas this won't be a good read but for the rest of y'all who do live in flood zones, you might want to read to gain some idea of how to keep safe and sound."
"other","s166","comment","7_comment","The article is about Climate Change and how it had impacted the election."
"self","s167","comment","7_comment","I want our nation to prosper. The mental and physical health of our children is an essential part of that and something I care about."
"self","s168","comment","7_comment","I think SUVs are outdated and only worsen the climate crisis."
"other","s170","comment","7_comment","this is about health benefits of getting proties from plants"
"self","s172","comment","7_comment","I know that especially because of covid I am doing a lot more things at home and it is saving money."
"other","s177","comment","7_comment","A researcher started a company to crowdsource an approach to cancer treatment"
"self","s178","comment","7_comment","What these people decide to do is going to affect all of us in the years to come.  We need to let them know how we feel about the things they're doing."
"self","s184","comment","7_comment","Global Warming is making parts of our world unlivable. We need to act seriously now to prevent further damage."
"other","s185","comment","7_comment","Bigger, quicker avalanches caused by climate change."
"self","s186","comment","7_comment","Seems meats caused breast cancer.We should reduce the amount of meat. ."
"self","s187","comment","7_comment","The article states that people continue to eat more food when exercising, which leads to weight gain."
"other","s189","comment","7_comment","Who knew these healthy items can cause health problems?"
"other","s191","comment","7_comment","random women visited Mcdonald's with her grandmother"
"self","s192","comment","7_comment","This matters to me because I am concerned about climate change and want to protect my home."
"self","s193","comment","7_comment","Researchers can found a new study for the organisms."
"self","s194","comment","7_comment","The article shows that research has found that it is benefitical to dogs and humans to sleep in their bedrooms."
"self","s195","comment","7_comment","Young babies who eat solid food might sleep sounder."
"self","s196","comment","7_comment","The article is about how staying at home more saves one's energy."
"other","s197","comment","7_comment","not a interesting one"
"self","s198","comment","7_comment","This is about the Parkinson's disease, this is very very dangerous that disease affect the human body high cholesterol, high blood pressure and high glucose reading increase risk of human."
"self","s200","comment","7_comment","Article is about Benefits of antioxidants"
"other","s201","comment","7_comment","This makes me want to get out and go for a run right now. I'm only 31 but stuff like this scares me in to trying my best to stay healthy. It only takes 30 minutes a day!"
"self","s202","comment","7_comment","People should avoid red meat and white meat"
"other","s204","comment","7_comment","I know a smoker who needs a reason to quit."
"other","s205","comment","7_comment","Anyone wanting to switch to electric or hybrid would benefit from this!"
"other","s206","comment","7_comment","Plaques is very good for health and especially for hear attack"
"self","s207","comment","7_comment","Exercise is not the only answer to the problem if you are trying to lose weight."
"self","s208","comment","7_comment","exercise is good for our health"
"other","s210","comment","7_comment","Staying active while you age might be possible."
"self","s211","comment","7_comment","The article details the impact of plastics on the Earth and how humanity is generating waste that is not easily disposed of. It mentions that 8 billion metric tons of plastic has been made since the 1950s"
"self","s212","comment","7_comment","Artificial intelligence"
"other","s214","comment","7_comment","looks like climate change is causing some more problems"
"other","s215","comment","7_comment","These are the hottest days in the last hundred years... they are the coolest days of the next hundred!"
"other","s216","comment","7_comment","It is about how government aid for a hurricane has not been spent."
"self","s217","comment","7_comment","The climate is important as we only have one planet to live on."
"other","s218","comment","7_comment","It was about fitness training"
"self","s219","comment","7_comment","It is about encouraging children to break out of ordering just from the kid's menu"
"other","s222","comment","7_comment","Jessie Diggins is a cross-country skier on the American women’s team and a favorite to win a medal at the Winter Games in Pyeongchang, South Korea. If she succeeds, it will be only the second time the United States has won a medal in the sport and the first for an American woman."
"self","s223","comment","7_comment","This is important to me personally because I don't want ancient and important places to be destroyed as our society progresses."
"self","s224","comment","7_comment","Climate change is going to cost companies."
"other","s227","comment","7_comment","catastrophic flood is dangerous for most people"
"self","s230","comment","7_comment","Children and pregnant women should eat more fish due to the health benefits and provides an abundance vitamins and minerals. I am a fisherman and I catch fish because it's great sport and provides omega 3 vitamins and fish oil for people with heart issues like myself. It's good for me!"
"self","s234","comment","7_comment","This is about a correlation between cardiovascular issues and Parkinson's disease."
"other","s235","comment","7_comment","Improving all types of assistance to children, including day care"
"other","s236","comment","7_comment","this article is about law being passed which aims at helping the conservation of land."
"self","s237","comment","7_comment","GRASS CAN  MAKE WILD FIRES"
"self","s242","comment","7_comment","It talks about how parents are responsible for the weight of their children."
"self","s243","comment","7_comment","This makes me feel better about my vegan diet"
"other","s246","comment","7_comment","This matters to several of my family members who are overweight and obese."
"self","s248","comment","7_comment","Smoking is injurious to health. We have to leave smoking to achieve long happy life."
"other","s249","comment","7_comment","People I know believe that climate change is happening"
"self","s250","comment","7_comment","This article is about the Arctic Wildlife Refuge."
"other","s251","comment","7_comment","People I know use electricity and its a bill they have to pay, if they could create their own electricity it would save them money allowing them to use it on other stuff."
"other","s255","comment","7_comment","Utilizing a specific tool to lessen anxiety about HIIT training."
"other","s257","comment","7_comment","it is about why the world keeps burning coal despite the profound risk it poses to the future"
"self","s258","comment","7_comment","Say no to smoke it affects the health."
"other","s259","comment","7_comment","This article explains the climate change and global warming explosion"
"self","s260","comment","7_comment","We live near two nuclear power plants and understanding how they are interacting with environmentalist is interesting."
"other","s261","comment","7_comment","Cooking is fun and we are all looking to be healthier"
"self","s262","comment","7_comment","People should be paying more attention to this topic."
"other","s265","comment","7_comment","Reasons that a personal Wind turbine might be the solution plus other stories on drones and America's response to climate change."
"self","s268","comment","7_comment","that express weight training can be benfitical if done with the right exercises in a short period of time"
"other","s270","comment","7_comment","People should change their eating tendancy, we should go with organic foods. And we should avoid processed meats"
"self","s273","comment","7_comment","this is about saving the environment"
"other","s274","comment","7_comment","The article about weight loss strategy"
"other","s275","comment","7_comment","I know a lot of people that eat processed meats. They may not be very good for you."
"self","s276","comment","7_comment","It was about the childrens can play everyday,it was give a huge saving on the US."
"self","s277","comment","7_comment","this was about how clmate changing affects the climates"
"self","s278","comment","7_comment","I have been trying to become more environmentally conscious and knowledgable about the environment. The included guide will be helpful!"
"other","s279","comment","7_comment","This article matters to people to suggests that Americans to travel less are saving energy."
"self","s280","comment","7_comment","It gives me a little motivation to excerise."
"self","s281","comment","7_comment","I don’t know too much about wind turbines, so I would read this article to educate myself a little bit about the subject."
"other","s283","comment","7_comment","people i know would have to start eating healthy and need to know what could be harmful to them"
"self","s287","comment","7_comment","There are toxic algal blooms that have overstayed their welcome and are killing Florida wildlife."
"self","s288","comment","7_comment","Even a little bit of processed meat increases your chance of getting cancer. Eat beans instead."
"other","s292","comment","7_comment","We might be able to improve our digestive system by running, according to testing done on mice."
"other","s294","comment","7_comment","Climate bipartisanship and the people i know want the government that believe in climate change to take charge"
"other","s295","comment","7_comment","It's about having a strong immune system"
"self","s297","comment","7_comment","I have always been so terrified of having my home flooded, I have no idea what I would do."
"other","s299","comment","7_comment","Veganism can also be damaging for the body."
"other","s300","comment","7_comment","reducing cholesterol intake in red and white meat for health reasons."
"self","s301","comment","7_comment","It is important to me to use sustainable products and recycle and materials."
"other","s303","comment","7_comment","Romantic partners has an eating disorder"
"self","s305","comment","7_comment","Stories of how climate change has affected people"
"other","s307","comment","7_comment","this is awesome. great idea"
"self","s308","comment","7_comment","About people's interest on insurance against disaster."
"self","s311","comment","7_comment","This article matters to me personally because climate change is real and dangerous. It will continue to affect so many aspects of our environment including severe weather."
"self","s313","comment","7_comment","I like to learn about what the corporations are selling."
"self","s314","comment","7_comment","I believe it is important to take care of fellow citizens in time of natural disaster and hearing news that more Americans will be prone to flooding due to new home construction in flood prone areas is worrisome to me."
"other","s316","comment","7_comment","The article is about how we offset calorie burn from exercise with increased eating which ultimately causes weight gain instead of loss."
"self","s318","comment","7_comment","A higher usage of SUVs vs. cars increases carbon emissions from vehicles."
"self","s319","comment","7_comment","This article is about climate change proposal"
"self","s320","comment","7_comment","Weight training is very important to our life"
"self","s321","comment","7_comment","I am a professional Lawmaker"
"other","s322","comment","7_comment","It is about the link between environmentalists and, I assume, how they view nuclear power, which could potentially help reduce everyone's' carbon footprint."
"self","s324","comment","7_comment","I does not at all. I never go to McDonalds or been to Korea."
"other","s326","comment","7_comment","I am really worried about the Wildfire. The global warming is the main theme of this article they warning the people by point out the Kincade fire burned more than 10,000 acres in California"
"other","s327","comment","7_comment","cheap reusable cleaning products"
"other","s328","comment","7_comment","I know people that are overweight and are at risk of cancer"
"other","s329","comment","7_comment","This article matters to some people I know because they have young children or grandchildren and this would be helpful on gaining knowledge on healthy eating."
"self","s330","comment","7_comment","I never thought a Vegan would get gout but this article piques my curiosity."
"self","s331","comment","7_comment","Carbon emission is the main cause for the global warming."
"other","s335","comment","7_comment","that there is a suggestion as regards to benefits of gut bacterium on people with metabolic disorders"
"self","s337","comment","7_comment","A study uncovers that Americans are building new homes in flood plains at a faster rate than alternative locations. These new homes are at high risk of experiencing flood damage."
"other","s338","comment","7_comment","Obesity is attributing to rises in sleep apnea which can have significant health consequences."
"other","s344","comment","7_comment","This is quite interesting. Bananas are actually much more natural and effective than the usual sport energy drinks."
"self","s345","comment","7_comment","Making healthy changes to your lifestyle can decrease chances of heart attack."
"other","s348","comment","7_comment","It's always goof to have moral support to treat eating disorders"
"other","s349","comment","7_comment","My mom is at a risky age and she eats a lot of meat. She would find the article interesting."
"other","s352","comment","7_comment","This article is all about the effect of processed meat"
"other","s353","comment","7_comment","This article is about bacteria supplement."
"self","s358","comment","7_comment","It influenced in my life"
"self","s360","comment","7_comment","Sugar is a unhealthy content for the body. It causes some serious problems for humans. But moreover human are likely to use sugar as their favorite one. They couldn't know the seriousness about the sugar products."
"other","s361","comment","7_comment","A cancer researcher is crowdsourcing the startup of a new company that seeks to help him individually treat his own multiple myeloma, a form of cancer."
"other","s363","comment","7_comment","It would interest people because of it's legal aspect.
It's about a legal confrontation between Exxon and state attorneys general in New York and Massachusetts."
"other","s364","comment","7_comment","People I know are health oriented and they want to know about GMOs."
"self","s368","comment","7_comment","The article is about guidelines on children nutrition."
"self","s371","comment","7_comment","Since I ride my bicycle often, it often helps me stay ""younger"" and healthier than my peers who don't get such exercise."
"other","s372","comment","7_comment","I have used disposable products and although they are easier to just dispose of, they can be ineffective at times and they do cost more which isn't saving people money."
"self","s373","comment","7_comment","Skipping a meal early in the day before a workout could be key to losing weight."
"self","s375","comment","7_comment","It's about how the two US Political Parties view and try to fix the Climate Change Problem our Earth is facing. It also contains the Voters Voice by quantifying the Votes for each Candidate/Party. The Political Party's Climate Ideology receiving the majority of the Popular Vote would be how the US Citizens really feel about Climate Change"
"other","s380","comment","7_comment","I know people who live in Florida, the first state in my country probably to experience the worst of rising sea levels."
"other","s386","comment","7_comment","student around the world skipped school friday in protest of climate change"
"self","s387","comment","7_comment","solar power is increasing in popularity but still isnt enough yet"
"other","s390","comment","7_comment","strong correlation between endurance and living a long life"
"self","s394","comment","7_comment","very interesting and i was very volunteer"
"other","s395","comment","7_comment","because of it's importance and usefulness of this article and it's useful for everyone's knowledge"
"other","s396","comment","7_comment","Cycling sports are your bones risk."
"other","s399","comment","7_comment","A new viewpoint on fast food from someone who didn't grow up with it."
"other","s400","comment","7_comment","About conference on technology."
"self","s401","comment","7_comment","Fitness on the middle age help to keep fit and free from serious diseases like dementia"
"self","s402","comment","7_comment","So we should exercise to be healthy"
"other","s403","comment","7_comment","common household items lead to air pollution"
"other","s406","comment","7_comment","The article is about the combination of HIIT training and a heart monitor and how to get the most benefits from both."
"self","s411","comment","7_comment","breakfast is increase our energy in morning level  we skip our breakfast so create some  problems in our body  and choice to eat or omit a meal before an early workout"
"self","s412","comment","7_comment","the air pollution very danger .the car produce black smoke pollut in the air"
"self","s414","comment","7_comment","I am getting into saving energy habits and so the principle of what is ""murkier"" about this is something I want to read about."
"self","s415","comment","7_comment","another effect of humans, we are killing this planet"
"self","s418","comment","7_comment","It is about people skipping shcool for climate change."
"self","s419","comment","7_comment","people who were at the center of record heatwaves"
"other","s420","comment","7_comment","cherry and pomegranate juice, vitamin  C and E and black tea will reduce the exercising muscle aches every trainer and every bodybuilder will choose this to reduce their muscles pain."
"self","s421","comment","7_comment","It seems that a lot of the dietary products that claim to lose weight can actually be bad for you and even kill you you, even if you're under 25."
"self","s422","comment","7_comment","Spending less time working out for great results would be fantastic."
"other","s423","comment","7_comment","Exxon is suing because they are being investigated for destroying the earth."
"self","s425","comment","7_comment","An environmental measure protecting wilderness has been passed by the Senate."
"self","s432","comment","7_comment","This article is important to me because I want to be as active and healthy as I can be when I get older.  This article gives me confidence and motivation."
"self","s434","comment","7_comment","my home also flood prone in my areas."
"other","s435","comment","7_comment","This is one of the consecuences of our consumption rates, it is relevant for everyone to know about it so they can adjust their life habits towards a more eco friendly lifestyle."
"other","s436","comment","7_comment","They supported by national Climate Assessment."
"self","s437","comment","7_comment","cleanliness not only our body entire our environment"
"self","s439","comment","7_comment","The hike in the death toll of overweight U.S. adults caused by Sleep Apnea."
"other","s442","comment","7_comment","coal were used to produce the power of the steam engines and produce the electricity. now a day it were produce air pollution.so we have to avoid the coal . it were avoided  to the country."
"self","s444","comment","7_comment","This article does not really matters to me"
"self","s445","comment","7_comment","warning due to climate change"
"self","s446","comment","7_comment","I am looking for ways to reduce my use of plastic items."
"other","s448","comment","7_comment","The article suggests that Americans staying home more is good for the environment. Americans who stay home burn less fossil fuel. It also suggests that there may be more to the story, that is not presented in the headline."
"self","s449","comment","7_comment","Nowadays global warming is a major problem in the world. I have concerns about global warming."
"self","s450","comment","7_comment","A cancer research who has cancer himself has started a crowdsourcing solution."
"other","s453","comment","7_comment","This is very knowledgeable information"
"other","s454","comment","7_comment","Blocking investigations of any kind is hiding evidence."
"self","s456","comment","7_comment","Because when i was a young boy i went McDonald's with my grandmother."
"self","s457","comment","7_comment","This matters to me because the article would outline ways that I can contribute to making the world a better and cleaner place to live in."
"other","s460","comment","7_comment","This article is about the effect climate change could have on the US economy."
"other","s462","comment","7_comment","This could be a huge step in cancer care those who have it, and cancer prevention for all of us."
"other","s463","comment","7_comment","this would raise awareness about nuclear energy to people"
"other","s466","comment","7_comment","Dancing can help your brain as you age."
"other","s467","comment","7_comment","Carbon taxes is important tool against fight for climate change."
"other","s470","comment","7_comment","it affects all of us as we all all live in this world"
"self","s471","comment","7_comment","This is an article about the ineffectiveness of supplements to ease muscle soreness after working out."
"other","s473","comment","7_comment","opening up the camp will surely help a lot"
"self","s475","comment","7_comment","the tash zone between hawaii and california is growing"
"self","s478","comment","7_comment","This article is about proposal against protection of Endangered species"
"other","s479","comment","7_comment","my loved ones are at risk and need to know what they can do to avoid strokes"
"self","s481","comment","7_comment","Global warming is going to make it harder for me to live"
"self","s482","comment","7_comment","If I ever decide to do intense workouts, especially weightlifting, I don't want to waste money on products that won't help ease any muscle pain I might encounter post-exercising.  I only do some pushups daily for now."
"self","s483","comment","7_comment","Climate change is quickly moving beyond our control. We seriously need to put a stop to this or we'll have nothing but annual articles just like this one until we all die."
"other","s485","comment","7_comment","Climate target has not been strengthened."
"self","s487","comment","7_comment","Article is about disaster"
"other","s488","comment","7_comment","because it talks about not wasting food and hat was what my mom always teach me"
"self","s490","comment","7_comment","Climate change is a problem that is concerning to me"
"other","s492","comment","7_comment","Global warming is causing more dangerous rainstorms and even if we are able to evacuate flood zones quickly, it's still a huge problem."
"self","s493","comment","7_comment","Forest fires in California, is poisoning our air and kids who have bad breathing"
"other","s494","comment","7_comment","This article is big issue for society"
"other","s495","comment","7_comment","The article suggests that more than exercise is needed for positive weightloss. In some mice, exercise caused them to move less later."
"self","s496","comment","7_comment","climate change is a big threat to our lives"
"other","s497","comment","7_comment","This is an article about climate change and the ocean garbage patch in the Pacific."
"other","s498","comment","7_comment","A lot of the science around CBD isn't really established yet; you can buy it almost anywhere but a lot of the claims are misleading or unproven."
"self","s499","comment","7_comment","floods are very dangerous it is natural one we make a precaution safety before the flood arrives"
"other","s502","comment","7_comment","About a skier that contributes towards the environment."
"self","s504","comment","7_comment","This article matters to me because I am a female that has not been previously watching my intake of bad foods throughout most of my life. So, this information concerns me and I feel directly relates to me."
"other","s505","comment","7_comment","This article creates awareness about the failing system of recycling initiatives in first world countries."
"other","s506","comment","7_comment","I would want people to make sure they understand the threat of certain chemicals found in everyday things like deodorant so they can make better informed decisions as consumers."
"self","s507","comment","7_comment","i think eating with family is important and significant"
"self","s512","comment","7_comment","I've been trying to cut back on processed foods in general"
"other","s513","comment","7_comment","This describes how aging impacts the speed that people move"
"self","s514","comment","7_comment","Protecting our environment is important to us all, very interesting read."
"self","s515","comment","7_comment","Having extra training makes ones standout among others."
"other","s516","comment","7_comment","article about  impact of climate change through with disasters"
"other","s517","comment","7_comment","The Article is about children's food offers"
"self","s520","comment","7_comment","Climate change matters to me because it allows us to preserve the current state of the world longer. It allows us to cherish and appreciate our history by having these ancient places around."
"self","s522","comment","7_comment","Babies who eat solid food at 3 months sleep better, longer."
"self","s526","comment","7_comment","Because I have lost someone in my family to diabetes."
"self","s527","comment","7_comment","I'm midlife and need to know what helps in fighting this disease"
"other","s529","comment","7_comment","Fake news written by climate change deniers could cause more species lost."
"self","s530","comment","7_comment","BECAUSE OF CLIMATE RISK WATER WILL BE MORE SCARE IN FUTUREEEEEEEEEEEEEEEEEEEEEEEE"
"other","s531","comment","7_comment","We all buy soda's with straws on most work days."
"self","s532","comment","7_comment","Fish is so to have benefits help the brain. with omega-3 and other ingredients"
"other","s533","comment","7_comment","an article about getting protein from plants instead of animals could lower cardiovascular issues"
"self","s535","comment","7_comment","This article matters to me because I care about the environment and combatting climate change."
"self","s537","comment","7_comment","Tides are becoming more and more of an issue for Florida wildlife."
"self","s538","comment","7_comment","Certain political groups have proposed removing or weakening protections mandated in the Endangered Species Act."
"other","s540","comment","7_comment","This matters to people i know because i know many people who use supplements like this."
"other","s541","comment","7_comment","If you want to avoid kidney stones then you should drink more  water."
"self","s543","comment","7_comment","Saving energy effects climate change, which is something I'm all for."
"self","s544","comment","7_comment","I know a lot about G.M.O.s so it matters personally for me."
"other","s545","comment","7_comment","Climate change is real and could cause some disasters all at the same time."
"other","s546","comment","7_comment","I know some people that are very overweight but don't care."
"other","s547","comment","7_comment","This article is about how sugary drinks can lead to a shorter life span."
"other","s548","comment","7_comment","Peoples are must knows the BOKS program."
"other","s551","comment","7_comment","really i dont know much about the theme"
"other","s552","comment","7_comment","This matters especially to people who are single. Cooking for one it is hard not to waste food."
"other","s553","comment","7_comment","Fires scattered across the world are endangering the world’s climate."
"other","s554","comment","7_comment","It is that some food items like cherry,pomegranate juice will help to alleviate post-exercise muscle aches."
"self","s555","comment","7_comment","i used to go walk everyday"
"other","s558","comment","7_comment","People want to know how to live healthier lives."
"other","s559","comment","7_comment","because it is very important"
"self","s561","comment","7_comment","Prospective homeowners are idiots who build home where they shouldn't."
"other","s563","comment","7_comment","Here's some good alternatives to using plastics in some daily ways.  Someone has put together a kit to get rid of plastic straws, tableware and containers."
"other","s567","comment","7_comment","Nuclear power good for the environment and reducing your own carbon footprint."
"self","s568","comment","7_comment","Its about protection of Endangered Species and laws should be made stricter and stricter."
"other","s570","comment","7_comment","This article is about doomsayers saying the environment and economy is collapsing."
"other","s571","comment","7_comment","While I'm not the biggest fan of utilizing coal based energy myself, I have a few family members that work in the fossil fuel industry and they'd be quite excited by this news."
